booking_id,number_of_nights,date_check_in,date_check_out,total_price,user_id
1074,5,2014-07-07,2014-07-12,315.0,4599639
1075,2,2014-07-30,2014-08-01,126.0,10297025
1076,1,2014-09-06,2014-09-07,63.0,9959539
1077,2,2014-09-13,2014-09-15,126.0,67227376
1078,4,2014-09-16,2014-09-20,252.0,24405391
1079,4,2014-09-25,2014-09-29,252.0,181999839
1080,5,2014-10-08,2014-10-13,315.0,24687655
1081,3,2014-10-19,2014-10-22,189.0,49205263
1082,4,2014-10-25,2014-10-29,252.0,930546
1083,4,2014-10-29,2014-11-02,252.0,11473376
1084,5,2014-11-04,2014-11-09,315.0,28293945
1085,2,2015-01-31,2015-02-02,126.0,4118311
1086,5,2015-02-09,2015-02-14,315.0,11156525
1087,3,2015-03-03,2015-03-06,189.0,124134520
1088,4,2015-03-11,2015-03-15,252.0,24139586
1089,5,2015-03-25,2015-03-30,315.0,16207651
1090,4,2015-04-10,2015-04-14,252.0,8714385
1091,3,2015-04-15,2015-04-18,189.0,559657
1092,4,2015-05-28,2015-06-01,252.0,3017315
1093,4,2015-06-02,2015-06-06,252.0,4324501
1094,2,2015-06-14,2015-06-16,126.0,832244
1095,4,2015-06-15,2015-06-19,252.0,19043120
1096,5,2015-06-24,2015-06-29,315.0,13027391
1097,3,2015-09-22,2015-09-25,189.0,81502680
1098,1,2015-11-03,2015-11-04,63.0,77744309
1099,2,2015-12-06,2015-12-08,126.0,2427722
1100,3,2016-01-15,2016-01-18,189.0,9669304
1101,2,2016-02-05,2016-02-07,126.0,326440781
1102,4,2016-02-17,2016-02-21,252.0,31985091
1103,3,2016-02-23,2016-02-26,189.0,4619928
1104,2,2016-03-20,2016-03-22,126.0,4934032
1105,4,2016-04-21,2016-04-25,252.0,41647247
1106,2,2016-05-06,2016-05-08,126.0,71347449
1107,2,2016-05-29,2016-05-31,126.0,48907037
1108,5,2016-06-13,2016-06-18,315.0,69538997
1109,5,2016-10-05,2016-10-10,315.0,4012290
1110,1,2016-10-15,2016-10-16,63.0,63110290
1111,5,2016-10-19,2016-10-24,315.0,4592743
1112,4,2016-11-05,2016-11-09,252.0,15225667
1113,3,2016-11-25,2016-11-28,189.0,4487943
1114,1,2016-12-05,2016-12-06,63.0,13320868
1115,4,2016-12-14,2016-12-18,252.0,25620553
1116,3,2017-01-17,2017-01-20,189.0,91992979
1117,1,2017-02-11,2017-02-12,63.0,93438038
1118,1,2017-02-27,2017-02-28,63.0,9940609
1119,4,2017-03-22,2017-03-26,252.0,37652506
1120,1,2017-04-10,2017-04-11,63.0,9095303
1121,1,2017-06-11,2017-06-12,63.0,16255963
1122,5,2017-06-13,2017-06-18,315.0,5269419
1123,2,2017-06-29,2017-07-01,126.0,20766033
1124,2,2017-09-09,2017-09-11,126.0,28275479
1125,2,2017-09-29,2017-10-01,126.0,35901873
1126,1,2017-10-28,2017-10-29,63.0,1131496
1127,5,2017-10-31,2017-11-05,315.0,9402923
1128,3,2017-11-26,2017-11-29,189.0,14779986
1129,1,2011-05-06,2011-05-07,46.0,172479679
1130,2,2011-05-15,2011-05-17,92.0,18260192
1131,5,2011-07-01,2011-07-06,230.0,90296961
1132,4,2011-07-07,2011-07-11,184.0,22297608
1133,5,2011-07-11,2011-07-16,230.0,133763425
1134,2,2011-07-17,2011-07-19,92.0,594417
1135,1,2011-07-21,2011-07-22,46.0,632589
1136,3,2011-07-21,2011-07-24,138.0,6333807
1137,3,2011-08-21,2011-08-24,138.0,2266063
1138,3,2011-08-27,2011-08-30,138.0,41393675
1139,2,2011-09-06,2011-09-08,92.0,323063
1140,3,2011-09-09,2011-09-12,138.0,3648882
1141,4,2011-09-18,2011-09-22,184.0,1029331
1142,4,2011-09-21,2011-09-25,184.0,19033794
1143,3,2011-10-22,2011-10-25,138.0,2900675
1144,3,2011-11-01,2011-11-04,138.0,9934732
1145,2,2011-11-19,2011-11-21,92.0,59691135
1146,1,2011-11-26,2011-11-27,46.0,1780639
1147,1,2011-12-04,2011-12-05,46.0,39090221
1148,5,2011-12-03,2011-12-08,230.0,34152947
1149,5,2011-12-10,2011-12-15,230.0,34657407
1150,5,2012-01-12,2012-01-17,230.0,3609657
1151,4,2012-01-18,2012-01-22,184.0,22679983
1152,1,2012-01-30,2012-01-31,46.0,302637771
1153,3,2012-02-14,2012-02-17,138.0,38765097
1154,4,2012-02-17,2012-02-21,184.0,326460
1155,1,2012-02-26,2012-02-27,46.0,40702883
1156,1,2012-03-06,2012-03-07,46.0,49659497
1157,3,2012-03-09,2012-03-12,138.0,7049037
1158,4,2012-03-16,2012-03-20,184.0,29587756
1159,4,2012-03-21,2012-03-25,184.0,109420302
1160,1,2012-04-02,2012-04-03,46.0,1360783
1161,1,2012-04-09,2012-04-10,46.0,3356344
1162,3,2012-04-13,2012-04-16,138.0,26667094
1163,4,2012-04-19,2012-04-23,184.0,104194562
1164,1,2012-04-29,2012-04-30,46.0,29919089
1165,4,2012-05-04,2012-05-08,184.0,15720962
1166,4,2012-05-13,2012-05-17,184.0,7363293
1167,3,2012-05-18,2012-05-21,138.0,1754617
1168,5,2012-05-26,2012-05-31,230.0,10672940
1169,3,2012-06-03,2012-06-06,138.0,3884723
1170,2,2012-06-10,2012-06-12,92.0,5871260
1171,1,2012-06-20,2012-06-21,46.0,3360478
1172,4,2012-07-05,2012-07-09,184.0,1716726
1173,4,2012-07-08,2012-07-12,184.0,1775889
1174,1,2012-07-13,2012-07-14,46.0,785052
1175,5,2012-07-23,2012-07-28,230.0,57585629
1176,2,2012-07-31,2012-08-02,92.0,3010452
1177,5,2012-08-20,2012-08-25,230.0,23201662
1178,3,2012-08-27,2012-08-30,138.0,102637544
1179,2,2012-09-09,2012-09-11,92.0,3026630
1180,3,2012-09-14,2012-09-17,138.0,19579692
1181,5,2012-09-19,2012-09-24,230.0,2819828
1182,5,2012-09-30,2012-10-05,230.0,30135418
1183,2,2012-10-05,2012-10-07,92.0,17776276
1184,1,2012-10-13,2012-10-14,46.0,18206649
1185,5,2012-10-11,2012-10-16,230.0,19247247
1186,1,2012-10-17,2012-10-18,46.0,7156044
1187,1,2012-10-21,2012-10-22,46.0,38944850
1188,5,2012-10-22,2012-10-27,230.0,26148010
1189,2,2012-10-30,2012-11-01,92.0,6949097
1190,1,2012-11-06,2012-11-07,46.0,667342
1191,3,2012-11-13,2012-11-16,138.0,5801326
1192,3,2012-11-19,2012-11-22,138.0,69350375
1193,2,2012-11-24,2012-11-26,92.0,47181271
1194,5,2012-12-28,2013-01-02,230.0,139049882
1195,5,2013-01-04,2013-01-09,230.0,5126294
1196,5,2013-01-16,2013-01-21,230.0,37509101
1197,3,2013-02-02,2013-02-05,138.0,30540284
1198,1,2013-05-10,2013-05-11,46.0,1784486
1199,3,2013-05-15,2013-05-18,138.0,4103486
1200,4,2013-05-30,2013-06-03,184.0,33817824
1201,4,2013-06-06,2013-06-10,184.0,105703797
1202,3,2013-06-12,2013-06-15,138.0,1028061
1203,4,2013-06-19,2013-06-23,184.0,125413296
1204,5,2013-06-29,2013-07-04,230.0,4781287
1205,5,2013-09-02,2013-09-07,230.0,326696415
1206,1,2013-09-10,2013-09-11,46.0,76009769
1207,3,2013-09-14,2013-09-17,138.0,1402154
1208,2,2013-09-19,2013-09-21,92.0,51517355
1209,3,2013-09-22,2013-09-25,138.0,1003043
1210,4,2014-02-09,2014-02-13,184.0,28641117
1211,5,2014-02-26,2014-03-03,230.0,12872065
1212,3,2014-03-15,2014-03-18,138.0,6191568
1213,2,2014-03-24,2014-03-26,92.0,116067397
1214,3,2014-04-02,2014-04-05,138.0,44954296
1215,2,2014-04-17,2014-04-19,92.0,86356333
1216,3,2014-04-19,2014-04-22,138.0,22404735
1217,1,2014-04-26,2014-04-27,46.0,44593216
1218,4,2014-05-08,2014-05-12,184.0,7249376
1219,3,2014-05-23,2014-05-26,138.0,6111419
1220,1,2014-06-02,2014-06-03,46.0,154382070
1221,1,2014-06-07,2014-06-08,46.0,437418
1222,3,2014-06-09,2014-06-12,138.0,22789944
1223,5,2014-06-26,2014-07-01,230.0,1630946
1224,5,2014-07-11,2014-07-16,230.0,4799282
1225,3,2014-07-19,2014-07-22,138.0,1666455
1226,4,2014-07-21,2014-07-25,184.0,4981180
1227,5,2014-07-28,2014-08-02,230.0,4229785
1228,4,2014-08-16,2014-08-20,184.0,2833018
1229,4,2014-08-21,2014-08-25,184.0,25039133
1230,5,2014-09-03,2014-09-08,230.0,1875275
1231,2,2014-09-12,2014-09-14,92.0,30008656
1232,2,2014-09-17,2014-09-19,92.0,29794671
1233,2,2014-09-19,2014-09-21,92.0,754749
1234,4,2014-09-26,2014-09-30,184.0,41886292
1235,1,2014-10-07,2014-10-08,46.0,40013665
1236,5,2014-10-10,2014-10-15,230.0,1552065
1237,2,2014-10-23,2014-10-25,92.0,247287161
1238,5,2014-10-28,2014-11-02,230.0,45954091
1239,2,2014-11-20,2014-11-22,92.0,1151983
1240,1,2014-11-29,2014-11-30,46.0,63104
1241,3,2014-12-12,2014-12-15,138.0,214835
1242,5,2014-12-24,2014-12-29,230.0,9261352
1243,3,2015-01-01,2015-01-04,138.0,6964389
1244,5,2015-01-26,2015-01-31,230.0,3544353
1245,1,2015-02-01,2015-02-02,46.0,6980058
1246,1,2015-02-08,2015-02-09,46.0,8832361
1247,2,2015-02-13,2015-02-15,92.0,21642692
1248,2,2015-04-09,2015-04-11,92.0,13234920
1249,4,2015-05-18,2015-05-22,184.0,14077633
1250,2,2015-06-02,2015-06-04,92.0,11795626
1251,5,2015-06-10,2015-06-15,230.0,278666
1252,5,2015-06-17,2015-06-22,230.0,21570136
1253,2,2015-06-26,2015-06-28,92.0,31922350
1254,4,2015-06-24,2015-06-28,184.0,32947142
1255,3,2015-07-27,2015-07-30,138.0,640422
1256,2,2015-09-28,2015-09-30,92.0,104210
1257,3,2015-10-01,2015-10-04,138.0,63904776
1258,3,2015-10-10,2015-10-13,138.0,63459664
1259,4,2015-10-29,2015-11-02,184.0,46622828
1260,2,2015-11-12,2015-11-14,92.0,35879543
1261,4,2015-11-16,2015-11-20,184.0,16912396
1262,3,2016-01-28,2016-01-31,138.0,38186336
1263,3,2016-04-03,2016-04-06,138.0,4502639
1264,2,2016-04-09,2016-04-11,92.0,12415691
1265,1,2016-04-25,2016-04-26,46.0,2541515
1266,1,2016-05-03,2016-05-04,46.0,1199481
1267,5,2016-05-01,2016-05-06,230.0,527540
1268,3,2016-05-08,2016-05-11,138.0,194165173
1269,4,2016-05-11,2016-05-15,184.0,56802635
1270,2,2016-06-04,2016-06-06,92.0,776552
1271,5,2016-07-26,2016-07-31,230.0,48616199
1272,4,2016-09-07,2016-09-11,184.0,24199692
1273,1,2016-09-18,2016-09-19,46.0,31442449
1274,3,2016-09-23,2016-09-26,138.0,22926621
1275,1,2016-10-10,2016-10-11,46.0,40051000
1276,3,2016-10-13,2016-10-16,138.0,52792496
1277,4,2016-10-20,2016-10-24,184.0,15215271
1278,5,2016-11-09,2016-11-14,230.0,31642645
1279,2,2016-11-24,2016-11-26,92.0,105703797
1280,1,2016-11-27,2016-11-28,46.0,31266788
1281,5,2016-11-25,2016-11-30,230.0,283336
1282,4,2017-01-15,2017-01-19,184.0,12496717
1283,4,2017-01-25,2017-01-29,184.0,20703714
1284,4,2017-02-03,2017-02-07,184.0,382485
1285,3,2017-02-23,2017-02-26,138.0,13157439
1286,4,2017-03-08,2017-03-12,184.0,7054681
1287,3,2017-03-16,2017-03-19,138.0,6226063
1288,2,2017-03-26,2017-03-28,92.0,571765
1289,5,2017-04-09,2017-04-14,230.0,11338511
1290,2,2017-05-25,2017-05-27,92.0,16009557
1291,1,2017-06-12,2017-06-13,46.0,3130805
1292,2,2017-08-19,2017-08-21,92.0,22392452
1293,5,2017-08-22,2017-08-27,230.0,20878404
1294,5,2017-09-03,2017-09-08,230.0,27508261
1295,4,2017-09-11,2017-09-15,184.0,59634349
1296,4,2017-10-05,2017-10-09,184.0,20203062
1297,5,2017-10-25,2017-10-30,230.0,2666222
1298,2,2017-12-27,2017-12-29,92.0,201849248
1299,3,2018-02-07,2018-02-10,138.0,7872075
1300,3,2018-03-30,2018-04-02,138.0,2091178
1301,3,2018-12-13,2018-12-16,138.0,103455572
1302,3,2019-01-19,2019-01-22,138.0,666515
1303,1,2019-04-03,2019-04-04,46.0,1294221
1304,1,2019-05-08,2019-05-09,46.0,25944209
1305,4,2019-05-26,2019-05-30,184.0,17524967
1306,5,2019-06-11,2019-06-16,230.0,31394586
1307,4,2019-09-20,2019-09-24,184.0,694448
1308,3,2019-10-02,2019-10-05,138.0,186747515
1309,4,2019-10-16,2019-10-20,184.0,25725844
1310,2,2019-10-25,2019-10-27,92.0,2352352
1311,2,2020-02-02,2020-02-04,92.0,10565993
1312,3,2020-02-07,2020-02-10,138.0,30696902
1313,5,2020-03-04,2020-03-09,230.0,1894959
1314,3,2011-06-17,2011-06-20,375.0,58956002
1315,2,2011-10-06,2011-10-08,250.0,142138429
1316,4,2011-10-29,2011-11-02,500.0,36972131
1317,3,2012-03-31,2012-04-03,375.0,5886323
1318,2,2012-05-27,2012-05-29,250.0,31307647
1319,5,2012-10-11,2012-10-16,625.0,36868368
1320,3,2013-06-21,2013-06-24,375.0,75119919
1321,3,2013-09-15,2013-09-18,375.0,5347216
1322,3,2013-10-09,2013-10-12,375.0,26343766
1323,2,2013-10-21,2013-10-23,250.0,35344670
1324,2,2013-10-26,2013-10-28,250.0,26321726
1325,2,2013-12-31,2014-01-02,250.0,2855676
1326,5,2014-04-17,2014-04-22,625.0,19497132
1327,5,2014-04-26,2014-05-01,625.0,24110557
1328,4,2014-05-05,2014-05-09,500.0,211672392
1329,2,2014-05-10,2014-05-12,250.0,4705400
1330,2,2014-05-16,2014-05-18,250.0,2929689
1331,5,2014-05-28,2014-06-02,625.0,2536524
1332,2,2014-06-03,2014-06-05,250.0,28442290
1333,5,2014-07-01,2014-07-06,625.0,6435357
1334,2,2014-07-13,2014-07-15,250.0,1768272
1335,5,2014-09-04,2014-09-09,625.0,229456906
1336,2,2014-09-14,2014-09-16,250.0,227521511
1337,1,2014-09-26,2014-09-27,125.0,187137982
1338,5,2014-09-27,2014-10-02,625.0,687122
1339,2,2014-10-18,2014-10-20,250.0,21441136
1340,5,2014-11-26,2014-12-01,625.0,84230143
1341,1,2014-12-07,2014-12-08,125.0,11762350
1342,2,2014-12-28,2014-12-30,250.0,5989693
1343,2,2015-03-23,2015-03-25,250.0,2347015
1344,2,2015-04-07,2015-04-09,250.0,51230196
1345,2,2015-04-17,2015-04-19,250.0,39764556
1346,4,2015-04-30,2015-05-04,500.0,17147562
1347,5,2015-06-04,2015-06-09,625.0,74212153
1348,5,2015-06-10,2015-06-15,625.0,139913172
1349,1,2015-07-07,2015-07-08,125.0,53606863
1350,5,2015-09-11,2015-09-16,625.0,358738
1351,3,2015-09-20,2015-09-23,375.0,9324929
1352,4,2015-09-24,2015-09-28,500.0,60176884
1353,3,2015-10-10,2015-10-13,375.0,167679401
1354,3,2015-10-19,2015-10-22,375.0,42748420
1355,5,2015-10-20,2015-10-25,625.0,472840
1356,5,2015-10-24,2015-10-29,625.0,95318417
1357,3,2015-10-30,2015-11-02,375.0,30425584
1358,1,2015-12-07,2015-12-08,125.0,48666465
1359,1,2015-12-13,2015-12-14,125.0,14010666
1360,3,2015-12-27,2015-12-30,375.0,3882652
1361,1,2016-01-04,2016-01-05,125.0,104304238
1362,4,2016-01-14,2016-01-18,500.0,2661721
1363,1,2016-03-29,2016-03-30,125.0,22150046
1364,4,2016-04-13,2016-04-17,500.0,6119221
1365,2,2016-04-25,2016-04-27,250.0,23761993
1366,5,2016-04-27,2016-05-02,625.0,3569083
1367,3,2016-05-18,2016-05-21,375.0,378073
1368,1,2016-05-21,2016-05-22,125.0,6879872
1369,3,2016-06-04,2016-06-07,375.0,67604691
1370,3,2016-06-09,2016-06-12,375.0,6436336
1371,3,2016-06-10,2016-06-13,375.0,20512704
1372,4,2016-06-19,2016-06-23,500.0,22244296
1373,1,2016-06-27,2016-06-28,125.0,10848049
1374,2,2016-07-03,2016-07-05,250.0,10031165
1375,2,2016-09-22,2016-09-24,250.0,2116117
1376,4,2016-09-25,2016-09-29,500.0,22391370
1377,2,2016-10-05,2016-10-07,250.0,3884805
1378,3,2016-10-06,2016-10-09,375.0,40191631
1379,3,2016-10-14,2016-10-17,375.0,2779192
1380,5,2016-10-14,2016-10-19,625.0,38092822
1381,1,2016-10-21,2016-10-22,125.0,12190333
1382,4,2016-12-07,2016-12-11,500.0,3606618
1383,2,2016-12-20,2016-12-22,250.0,3010452
1384,2,2017-01-01,2017-01-03,250.0,10847303
1385,3,2017-01-07,2017-01-10,375.0,30051721
1386,4,2017-01-11,2017-01-15,500.0,51459962
1387,2,2017-01-18,2017-01-20,250.0,9570589
1388,2,2017-01-25,2017-01-27,250.0,35939902
1389,3,2017-02-01,2017-02-04,375.0,6964625
1390,3,2017-02-10,2017-02-13,375.0,225204361
1391,2,2017-02-17,2017-02-19,250.0,12625740
1392,5,2017-02-19,2017-02-24,625.0,3744196
1393,5,2017-02-27,2017-03-04,625.0,3882652
1394,5,2017-04-26,2017-05-01,625.0,149501
1395,5,2017-05-10,2017-05-15,625.0,95545551
1396,3,2017-05-19,2017-05-22,375.0,23734252
1397,4,2017-05-23,2017-05-27,500.0,804918
1398,5,2017-06-07,2017-06-12,625.0,17523018
1399,2,2017-06-21,2017-06-23,250.0,87562462
1400,1,2017-07-02,2017-07-03,125.0,14390805
1401,2,2017-07-06,2017-07-08,250.0,35796928
1402,5,2017-07-19,2017-07-24,625.0,742076
1403,4,2017-09-13,2017-09-17,500.0,23439938
1404,3,2017-09-24,2017-09-27,375.0,2089783
1405,3,2017-09-28,2017-10-01,375.0,4259178
1406,3,2017-10-13,2017-10-16,375.0,16473443
1407,3,2017-10-15,2017-10-18,375.0,1962558
1408,4,2017-10-19,2017-10-23,500.0,34331457
1409,2,2017-10-28,2017-10-30,250.0,12292605
1410,1,2017-11-24,2017-11-25,125.0,5814460
1411,5,2017-12-06,2017-12-11,625.0,1672455
1412,5,2018-01-10,2018-01-15,625.0,4794809
1413,3,2018-02-03,2018-02-06,375.0,227171243
1414,5,2018-02-24,2018-03-01,625.0,10002428
1415,3,2018-03-16,2018-03-19,375.0,18680619
1416,3,2018-04-02,2018-04-05,375.0,30490494
1417,1,2018-04-06,2018-04-07,125.0,6589801
1418,1,2018-05-26,2018-05-27,125.0,14611070
1419,1,2018-06-20,2018-06-21,125.0,485450
1420,4,2018-06-29,2018-07-03,500.0,455774
1421,1,2018-07-13,2018-07-14,125.0,46814930
1422,2,2018-08-01,2018-08-03,250.0,9417131
1423,2,2018-08-25,2018-08-27,250.0,74212153
1424,5,2018-11-03,2018-11-08,625.0,14545260
1425,4,2018-11-07,2018-11-11,500.0,24626185
1426,2,2018-11-23,2018-11-25,250.0,103526857
1427,1,2018-12-07,2018-12-08,125.0,4178584
1428,3,2018-12-27,2018-12-30,375.0,38765097
1429,4,2018-12-29,2019-01-02,500.0,9806198
1430,5,2019-01-12,2019-01-17,625.0,43672953
1431,5,2019-01-20,2019-01-25,625.0,168120332
1432,4,2019-01-24,2019-01-28,500.0,1732442
1433,3,2019-02-01,2019-02-04,375.0,4146806
1434,4,2019-02-17,2019-02-21,500.0,3147269
1435,5,2019-02-19,2019-02-24,625.0,33564448
1436,2,2019-02-27,2019-03-01,250.0,32192406
1437,2,2019-03-02,2019-03-04,250.0,41543622
1438,4,2019-03-13,2019-03-17,500.0,1400581
1439,4,2019-03-21,2019-03-25,500.0,191198235
1440,4,2019-04-01,2019-04-05,500.0,13689103
1441,3,2019-04-17,2019-04-20,375.0,1157300
1442,3,2019-04-24,2019-04-27,375.0,28042635
1443,5,2019-04-26,2019-05-01,625.0,2346162
1444,4,2019-05-11,2019-05-15,500.0,18892277
1445,1,2019-05-26,2019-05-27,125.0,156187918
1446,1,2019-06-02,2019-06-03,125.0,10848049
1447,1,2019-06-14,2019-06-15,125.0,10847303
1448,5,2019-06-15,2019-06-20,625.0,2385022
1449,3,2019-06-20,2019-06-23,375.0,15425240
1450,2,2019-06-26,2019-06-28,250.0,12231226
1451,4,2019-07-06,2019-07-10,500.0,6139992
1452,1,2019-07-12,2019-07-13,125.0,180267903
1453,2,2019-09-17,2019-09-19,250.0,44692374
1454,4,2019-09-25,2019-09-29,500.0,8549475
1455,2,2019-10-06,2019-10-08,250.0,505715
1456,5,2019-10-08,2019-10-13,625.0,49871771
1457,5,2019-10-21,2019-10-26,625.0,26072216
1458,1,2019-11-01,2019-11-02,125.0,36494912
1459,2,2019-11-02,2019-11-04,250.0,23961183
1460,4,2019-12-11,2019-12-15,500.0,76009769
1461,3,2019-12-25,2019-12-28,375.0,527540
1462,2,2019-12-30,2020-01-01,250.0,9702558
1463,2,2020-01-26,2020-01-28,250.0,30927825
1464,2,2020-02-25,2020-02-27,250.0,41633971
1465,1,2020-02-29,2020-03-01,125.0,393135
1466,1,2020-03-04,2020-03-05,125.0,16990153
1467,5,2011-06-26,2011-07-01,570.0,44677306
1468,5,2011-06-30,2011-07-05,570.0,5973354
1469,5,2011-09-15,2011-09-20,570.0,733586
1470,3,2011-12-24,2011-12-27,342.0,1625992
1471,1,2012-08-20,2012-08-21,114.0,3341357
1472,3,2012-10-01,2012-10-04,342.0,89635686
1473,4,2012-10-29,2012-11-02,456.0,38487639
1474,5,2012-10-31,2012-11-05,570.0,4264547
1475,4,2013-02-25,2013-03-01,456.0,150477096
1476,3,2013-03-04,2013-03-07,342.0,4324501
1477,5,2013-03-28,2013-04-02,570.0,56206718
1478,1,2013-05-11,2013-05-12,114.0,46913349
1479,5,2013-05-16,2013-05-21,570.0,2501740
1480,3,2013-06-02,2013-06-05,342.0,25924386
1481,3,2013-08-11,2013-08-14,342.0,43259319
1482,2,2013-09-03,2013-09-05,228.0,43731819
1483,2,2013-11-03,2013-11-05,228.0,1597261
1484,5,2014-02-23,2014-02-28,570.0,95710896
1485,2,2014-05-03,2014-05-05,228.0,50146593
1486,3,2014-05-05,2014-05-08,342.0,192307632
1487,1,2014-05-11,2014-05-12,114.0,3979812
1488,5,2014-05-20,2014-05-25,570.0,21993166
1489,1,2014-06-15,2014-06-16,114.0,164861570
1490,3,2014-07-02,2014-07-05,342.0,968703
1491,5,2014-07-07,2014-07-12,570.0,4584357
1492,2,2014-07-13,2014-07-15,228.0,3776136
1493,3,2014-07-24,2014-07-27,342.0,39705260
1494,2,2014-08-01,2014-08-03,228.0,3544353
1495,3,2014-08-15,2014-08-18,342.0,1581013
1496,4,2014-08-23,2014-08-27,456.0,4063962
1497,2,2014-09-07,2014-09-09,228.0,220655325
1498,4,2014-09-09,2014-09-13,456.0,26350842
1499,3,2014-09-17,2014-09-20,342.0,1199481
1500,4,2014-09-29,2014-10-03,456.0,2480913
1501,1,2014-10-05,2014-10-06,114.0,10706388
1502,2,2014-10-20,2014-10-22,228.0,19668718
1503,1,2014-10-28,2014-10-29,114.0,39829336
1504,4,2014-11-26,2014-11-30,456.0,4063962
1505,5,2014-12-10,2014-12-15,570.0,49507277
1506,4,2015-02-18,2015-02-22,456.0,48579433
1507,2,2015-03-08,2015-03-10,228.0,221333152
1508,5,2015-04-02,2015-04-07,570.0,8719029
1509,5,2015-04-09,2015-04-14,570.0,32416184
1510,5,2015-04-16,2015-04-21,570.0,25164639
1511,4,2015-04-22,2015-04-26,456.0,223228276
1512,1,2015-05-04,2015-05-05,114.0,5785483
1513,3,2015-05-05,2015-05-08,342.0,12611737
1514,4,2015-05-15,2015-05-19,456.0,87181403
1515,3,2015-05-26,2015-05-29,342.0,45264298
1516,2,2015-06-09,2015-06-11,228.0,1090760
1517,2,2015-06-15,2015-06-17,228.0,8889028
1518,5,2015-06-15,2015-06-20,570.0,323040
1519,1,2015-06-23,2015-06-24,114.0,14348152
1520,2,2015-07-01,2015-07-03,228.0,9171294
1521,4,2015-07-16,2015-07-20,456.0,242497872
1522,3,2015-07-23,2015-07-26,342.0,185340581
1523,5,2015-08-15,2015-08-20,570.0,61362468
1524,5,2015-08-26,2015-08-31,570.0,29580390
1525,1,2015-09-05,2015-09-06,114.0,49742402
1526,1,2015-09-09,2015-09-10,114.0,20770915
1527,1,2015-09-14,2015-09-15,114.0,12201905
1528,2,2015-09-21,2015-09-23,228.0,229564053
1529,3,2015-10-02,2015-10-05,342.0,14463303
1530,4,2015-10-07,2015-10-11,456.0,3039427
1531,3,2015-10-12,2015-10-15,342.0,11363130
1532,1,2015-10-17,2015-10-18,114.0,28956477
1533,1,2015-10-24,2015-10-25,114.0,1232849
1534,3,2015-11-01,2015-11-04,342.0,8996173
1535,4,2015-11-03,2015-11-07,456.0,42359977
1536,3,2015-11-06,2015-11-09,342.0,3540266
1537,5,2015-11-17,2015-11-22,570.0,31291564
1538,1,2015-11-28,2015-11-29,114.0,11147044
1539,2,2015-12-12,2015-12-14,228.0,32585962
1540,4,2015-12-17,2015-12-21,456.0,86356333
1541,3,2015-12-23,2015-12-26,342.0,119606901
1542,1,2015-12-31,2016-01-01,114.0,11320110
1543,5,2015-12-31,2016-01-05,570.0,47026353
1544,3,2016-01-22,2016-01-25,342.0,112201664
1545,3,2016-01-29,2016-02-01,342.0,29587756
1546,2,2016-02-02,2016-02-04,228.0,180023047
1547,2,2016-03-06,2016-03-08,228.0,93438038
1548,4,2016-03-06,2016-03-10,456.0,45685704
1549,4,2016-03-09,2016-03-13,456.0,26428861
1550,3,2016-03-14,2016-03-17,342.0,130857513
1551,1,2016-03-21,2016-03-22,114.0,26841882
1552,2,2016-03-23,2016-03-25,228.0,220966081
1553,5,2016-03-24,2016-03-29,570.0,8229155
1554,5,2016-03-30,2016-04-04,570.0,1735394
1555,2,2016-04-05,2016-04-07,228.0,98400692
1556,4,2016-04-07,2016-04-11,456.0,28068450
1557,2,2016-04-14,2016-04-16,228.0,28189292
1558,2,2016-04-25,2016-04-27,228.0,3312232
1559,4,2016-04-27,2016-05-01,456.0,76555626
1560,2,2016-05-05,2016-05-07,228.0,15815030
1561,2,2016-05-14,2016-05-16,228.0,619100
1562,5,2016-05-15,2016-05-20,570.0,10968166
1563,2,2016-05-28,2016-05-30,228.0,2388391
1564,2,2016-06-02,2016-06-04,228.0,321850087
1565,1,2016-06-07,2016-06-08,114.0,64420004
1566,5,2016-06-13,2016-06-18,570.0,4837775
1567,2,2016-06-20,2016-06-22,228.0,1130651
1568,1,2016-06-24,2016-06-25,114.0,1333556
1569,4,2016-06-25,2016-06-29,456.0,29124686
1570,1,2016-07-04,2016-07-05,114.0,205475519
1571,5,2016-07-04,2016-07-09,570.0,7101162
1572,3,2016-07-10,2016-07-13,342.0,3663439
1573,2,2016-07-13,2016-07-15,228.0,19286882
1574,5,2016-07-14,2016-07-19,570.0,1019076
1575,2,2016-07-20,2016-07-22,228.0,4566954
1576,1,2016-07-25,2016-07-26,114.0,850654
1577,3,2016-08-04,2016-08-07,342.0,83515516
1578,2,2016-08-12,2016-08-14,228.0,1732442
1579,1,2016-08-19,2016-08-20,114.0,41077670
1580,4,2016-08-30,2016-09-03,456.0,2088664
1581,1,2016-09-05,2016-09-06,114.0,4649774
1582,4,2016-09-10,2016-09-14,456.0,119982852
1583,3,2016-09-16,2016-09-19,342.0,14492329
1584,2,2016-09-24,2016-09-26,228.0,1939928
1585,3,2016-09-29,2016-10-02,342.0,13315728
1586,5,2016-10-14,2016-10-19,570.0,4520439
1587,4,2016-10-20,2016-10-24,456.0,36510810
1588,3,2016-10-25,2016-10-28,342.0,107483880
1589,3,2016-10-30,2016-11-02,342.0,2236658
1590,2,2016-11-05,2016-11-07,228.0,66454158
1591,2,2016-11-12,2016-11-14,228.0,63356356
