id,listing_id,date,reviewer_id,reviewer_name,comments,score
21708509,89954,2014-10-22,8517659,Maud,"The appartment of Alicia and Carlos is a nice, quiet and well-equiped place in the lovely area La Latina. Walking distance to the bars where we had the best tapas ever. The metro is also easy to reach and not far away from the appartment. At last Alicia and Carlos were very friendly and reliable. Tnx for the wonderful stay ",98
22060992,89954,2014-10-29,11541593,Klaus,"The apartment is very nice and we spent very pleasant days in Madrid. We can recommend the apartment. Alicia and Carlos are very attentive and helpful hosts. Their restaurant tips have thrilled us. The apartment is very clean, well maintained, original and cozy furnishings. The apartment is located in a quiet residential area, but inside it is a bit noisy (living room / bedroom eg young child). ",82
23416229,89954,2014-11-30,10851687,Arya,The apartment was a great little place. Wonderful location with plenty of amenities. Washer/dryer was very welcome. Wifi was a bit slow but fine. Location was the best part.,9
23944103,89954,2014-12-15,5433742,Friso,"We had a wonderfull stay at Alica's and Carlos appartment. They were very helpfull and their appartment is really nice, cosy and clean. We were also very positively suprised how close the appartment is to all the landmarks in the city. I will recommend their appartment to anyone that visits Madrid!",18
26912710,89954,2015-02-22,25400569,Lesa,"We loved our stay at Alicia and Carlos' apartment.  Alicia texted us with a warm welcome when our plane landed and made sure we were doing okay.  Carlos showed us where to find everything in the apartment.  He took us to the market up the street and gave us very helpful information about the neighborhood.  The apartment was spacious, very clean and well maintained and is exactly as pictured.  The beds are very comfortable and the kitchen was well equipped.  It is so quiet yet only a few minutes walking distance from restaurants and shops.  This apartment is the perfect location to stay when visiting Madrid and we highly recommend it.  ",43
27726735,89954,2015-03-10,25725844,Marcus,Alicia and Carlos was very helpful and we upheld a good communication allthrough our trip. The apartment had all we needed regarding equipment and is very well located with both the metro and bus stop within three minutes walking distance.,28
29387813,89954,2015-04-07,25039133,Niloo,"Alicia and Carlos met us at the apartment, they were very nice & oriented us to the apartment and the area.  The apartment is clean, cozy and comfortable.  The two bedrooms are like an upstairs loft, so you can hear what is going on downstairs, but this wasn't a problem for us.  It was very nice having the washer/dryer in the unit.  The neighborhood is great, it's a close walk to all the hip bars & restaurants of La Latina.  Since we were a family of four with two young kids, it wasn't our scene, but was still fun to go check it out.  ",49
29912249,89954,2015-04-14,26865199,Evelyne,This was our first experience with airbnb and it was great! The apartment is very well located and exactly as described. Carlos and Alicia were very friendly. We certainly would recommend this apartment to friends and family!,13
30382835,89954,2015-04-21,27399179,Isabelle,Merci Alicia et Carlos pour votre accueil sympathique. L'appartement est idéal pour 4 (couple + 2 enfants) les 2 chambres à l'étage permettent d'être en bas sans déranger ceux qui veulent dormir. Le quartier est agréable et proche de tous les sites à visiter. Nous avons apprécier notre séjour chez vous à Madrid.,22
30669416,89954,2015-04-26,27422854,Lina,"We enjoyed the apartment very much. It was clean and provided with everything we needed! 
It was near everything which made our visit a lot easier. 
Really liked that we kept in touch during our visit and that you were open for questions that we might had when we were there.",77
31432191,89954,2015-05-05,25677758,Flore,"Appartement très bien aménagé avec tout le nécessaire pour passer un bon séjour. L'accueil était très chaleureux. Nous recommandons le quartier très vivant et très bien placé. Seul petit inconvénient, le manque d'ouverture de l'appartement vers l'extérieur qui rend l'espace un peu sombre. De nombreux guides mis à disposition nous ont permis de compléter nos visites. Merci à Alicia et Carlos !",95
31635496,89954,2015-05-08,16965056,Alexis,"I really loved this apartment! It was very central to everything and the inside was lovely. The beds were comfy and the apartment as a whole was very clean. There were four of us staying there, and two of my friends were arriving on an earlier flight. They ended up getting lost and didn't get there until an hour after the check-in time that we told Alicia but they said she was nothing short of gracious. I would definitely stay here again if I was in Madrid. ",42
32501773,89954,2015-05-19,25631940,Claire,"Great location, great hosts. Apartment is clean and very well equipped. Beds are really comfortable. Shower is nice and powerful! It's important to bear in mind that day light is limited in the apartment (for instance bedroom windows are very small and are at ground level) so it may not suit everyone but it didn't bother us. We had a lovely time and would recommend. ",27
33510820,89954,2015-05-29,24303112,Teresa,We were very comfortable in this ideally located apartment in the historic area. It was just as pictured. Alicia & Carlos are great. They had lots of maps and reading material. We absolutely recommend staying here.,68
34691620,89954,2015-06-11,23212242,Michelle,"Alicia & Carlos are the perfect hosts, & the apartment is beautiful, just as it appears online.  Both Alicia & Carlos met us at the apartment upon arrival & were responsive to all of my questions afterward.  The apartment is ideally located in a safe area, has a dishwasher, washer, & dryer.  I highly recommend this for a stay in Madrid.",70
35293216,89954,2015-06-17,3459414,Stephane,"Alicia et Carlos ont été à l'écoute de nos demandes, toujours arrangeant et sympathique, ce fut un plaisir de discuter avec eux!
Leur appartement est génial, ce sera un plaisir d'y retourner lors de notre prochaine visite à Madrid!
",88
35568328,89954,2015-06-20,32019924,Roberto,"Todo estuvo muy bien, Carlos es una excelente persona y una gran persona nos hizo sentir como en casa. Siempre estuvo pendiente de cualquier cosa que necesitaramos y nos oriento sobre que lugares visitar en Madrid y nos recomiendo excelentes lugares para comer.El barrio es muy seguro, el apartamento es muy amplio, muy limpio y muy cómodo, sin duda volvería a hospedarme con el, lo recomiendo.",38
36044526,89954,2015-06-24,5708742,Judy,"For my family of four (2 adults and 2 teenagers) the apartment was perfect. On a quiet street, near just about everything we had planned to see. We did indeed walk everywhere. There is a supermarket around the corner and many, oh so many local places to eat nearby. The kitchen was well equipped (Carlos clearly enjoys stocking it with useful appliances) and we were able to eat several meals in the apartment. Our host Carlos was in communication with us and met us promptly at the door. He and Alicia remained in communication as needed during our stay. They are clearly experienced hosts and have maps, guidebooks and a bulletin board with suggestions on where to eat and get a cab. Finally, the shower had excellent pressure and our beds were very comfortable. Would stay here again in a heartbeat. Muchisimas gracias, nos la hemos pasado de lo mejor.",13
36956699,89954,2015-07-03,19579692,Leeanne,"We were greeted by Liliana, who gave us the tour and was flexible about letting us check in early. The neighborhood was very nice, quiet and safe. Itv was close (within walking distance) of everything we wanted to see. The apt worked well for our needs, it was my 21 year old daughter and myself. It was over 100 degrees while we were there, the fact that the apt is on the first floor is actually an advantage in the heat! It kept it cooler, that along with the fans in the home, we were comfortable. I would definitely recommend a stay.",61
38989246,89954,2015-07-20,68654,Kim,"Alicia's apartment is beautiful-- tidy and tasteful, with everything we needed. Alicia responded quickly to questions and left a very helpful guest guide, as well as maps and guide books to Madrid. And we really appreciated the laundry machine- though we never did figure out how to turn on the dryer. But that was okay, because we visited during a heat wave and cannot imagine turning on a clothes dryer in that heat!

The location is absolutely perfect! Close to the historic section, shopping, great restaurants!",46
39802264,89954,2015-07-26,35782099,Pamela,"We had a wonderful experience in the lovely Alfalma apartment. It was perfectly located with no stairs, a wonderful little grocer a few feet away, many lovely restaurants right out our door. Pedro's and Joana were very helpful and the apartment was just as pictured. I will definitely come back to Portugal and want to stay in this home again.",41
43508590,89954,2015-08-20,36546884,Stijn,We stayed a week in this very pleasant and quiet apartment. It is very tastefully decorated and equipped with all necessary comfort. The neighborhood 'Latina' is an ideal base for visiting the city in an attractive Mediterranean setting with beautiful terraces and authentic alleys ...,65
45160945,89954,2015-08-31,38346906,Pilar,"El departamento es hermoso. Muy cómodo, limpio y con una buena ubicación. 
Carlos nos atendió excelente. Siempre a disposición de cualquier consulta y con una forma muy amable. 
Lo recomiendo al 100%. ",89
45815876,89954,2015-09-06,39629317,Dennis,Alicia and Carlos responded very quickly on our messages. The appartment was well-equiped. We had a great time. We didn't have any complaints.. :),11
46395295,89954,2015-09-10,3028250,Katy,"Beautifully decorated and extremely comfortable home from home, with everything you could possibly need, in a perfect location, by the Plaza de La Paja and Las Vistillas.  Fully equipped kitchen - great to cook in, lots of guidebooks in various languages, lovely bathroom, comfortable beds, quiet neighbourhood etc.   Carlos was friendly, extremely helpful and solicitous of our needs, and always on hand in case of need.",1
47071040,89954,2015-09-15,10658173,Sofia,"I travelled to Madrid with my parents and aunt and we had an amazing experience at Alicia's and Carlos' apartment. Alicia was extremely nice and very helpful when we got there, and she was very punctual for our check-in. And the apartment was perfect. The location was ideal as we were able to walk to every tourist spot in Madrid and the apartment was fully equipped and very comfortable, exactly like in the pictures. Besides, there are a lot of good restaurants, markets, and shops within a shot walk. I definitely recommend staying there.  ",89
48099638,89954,2015-09-23,33876668,InKyung,"The apartment was very clean, looks exactly like the picture. I was with one friend and the place was quite spacious for us, I think it can accommodate 3~4 people very comfortably. The neighborhood was also fantastic, it was beautiful, quite and close to many popular tourist attractions (during 5-day visit, we didn't feel it was necessary to take metro to go somewhere) with so many delicious restaurants around. I highly recommend this apartment!",48
49623889,89954,2015-10-05,14558539,Andreea,Perfect location. Easy walking distance from most of the old city. The apartment was very modern and had everything we needed in it. We had a great stay! Highly recommended! Gracias Alicia y Carlos! ,99
50289377,89954,2015-10-11,41295241,Carine,"Die Wohnung ist eine perfekte Unterkunft! Es ist sauber, alles was man braucht ist vorhanden (Duschtücher, Haarföhn, etc.). Für vier Personen war die Grösse tiptop. Alicia und Carlos geben sehr gerne Auskunft über die Stadt, gute Tipps erhalten! Die Lage der Wohnung ist ideal, wir konnten alles zu Fuss besichtigen. ",45
50829117,89954,2015-10-15,21900417,Jan,What a wonderful unit in the best area of Madrid. Alicia and Carlos were at the unit to greet us and tell us about the sights. The unit is very close to most of the major sights. We could walk to everything.Later on had an email with recommendations for places to shop and also good restaurants. ,68
51152981,89954,2015-10-18,43937512,Marianne,"Clean, well-equipped and nicely furbished apartment. Great location in a quiet street in La Latina. Carlos and Alicia are very nice and responsive hosts. One small disadvantage is the limited daylight, the apartment being on the ground floor with small bedroom windows. But that did not disturb us, we highly recommend this place! ",89
51888209,89954,2015-10-25,22634242,Olivier,"Appartement très propre, bien équipé et très bien situé en plein centre de Madrid mais dans une rue qui reste calme. Un grand merci à Carlos et Alicia qui sont des hôtes vraiment à l'écoute et qui ont vraiment tout fait pour que notre séjour se passe parfaitement. Adresse à recommander absolument.",88
53051734,89954,2015-11-04,43435335,Roni, everything was perfet.,16
53283844,89954,2015-11-07,27305583,Daniel,"The apartment is actually even nicer that what you see in the photos, the hosts are truly wonderful, going beyond the normal welcome you'd expect and doing a few extra things that made the stay of our guests even more pleasant. The location is ideal, very very central yet in a quiet corner of the city.",48
53487094,89954,2015-11-09,45685704,Al And Cat,"This apartment exceeded our expectations!  It was a great find, in an ideal location.  Close to everything on a very quiet street in the La Latina neighborhood.  Carlos and Alicia were very gracious hosts.  They went above and beyond to ensure our stay was enjoyable. They were very accommodating and thoughtful.  We highly recommend this apartment and will certainly book it the next time we travel to Madrid!",82
54605918,89954,2015-11-22,46947461,Flora,El sitio donde està el apartamento es genial.Muy bien situadoy con mucha vida de dìa y de noche.Un barrio con solera,63
55214511,89954,2015-11-29,44109549,Dylan,"Hosts were very nice and helpful. Their apartment has plenty of space and a fully stocked kitchen with oven, stove, fridge, etc. ",62
56506641,89954,2015-12-14,48603126,James,"Great apartment, very central and well equipped! ",13
57020271,89954,2015-12-21,42418558,Alejandra,"El apto de Carlos y Alicia tiene todo lo necesario para una estadía perfecta. La estética que se aprecia en las fotos y en la realidad, se complementa con la funcionalidad. Tienes todo lo que necesitas y en muy buen estado. Se encuentra a pocas cuadras de la estación del metro y otras pocas de llegar caminando a la plaza mayor. Carlos ha estado siempre atento y dispuesto a ayudarnos en todo lo que hemos necesitado. Fue una experiencia muy positiva.",72
57449311,89954,2015-12-26,13688811,Vero,"appartement très bien situé près de la cathédrale et du palais royal . Tout peut se faire à pied et il y a une bouche de métro à 5 min. Appartement conforme aux photos avec tout ce qu'il faut pour passer un bon séjour. Rue calme, des commerces aux alentours.",81
58121377,89954,2016-01-01,32950927,Timothée,"The stay was very enjoyable. Alicia gave us some useful recommendations about places to visit, restaurants and bars. It has facilitated our stay. Furthermore, the apartment is conform to the descriptions and pictures. It is very comfortable, clean and well equipped and located, close to city center. We made a lot on foot. We recommend greatly this apartment and we will come back with pleasure. ",87
58877308,89954,2016-01-05,46913349,Olatz,La estancia ha sido maravillosa. Los niños han estado muy a gusto en el apartamento ya que tiene lo necesario y resulta muy confortable. ,71
60638525,89954,2016-01-25,54865094,Judy,"Staying at Alicia and Carlos' apartment made all the difference to our visit to Madrid. It was well equipped with everything we needed and comfortably accommodated the family (us and two adult kids). The 'barrio', La Latina, was great, vibrant, very central - we could walk to everywhere we wanted to go to in the city - and renowned for its tapas bars. Carlos was very friendly and helpful, giving us lots of good tips. We'll be back!",43
61250583,89954,2016-02-01,38462168,Nick,"This was our first Airbnb experience and it was a great start. Both the apartment and the hosts were perfect.
Alicia and Carlos were very good at sharing key information before we arrived including suggestions on what we could focus on doing/seeing during our short stay in Madrid.  At the end of our stay they also allowed us to leave our bags in the apartment for an extra half day.
The apartment felt very modern, was not cramped (there were three of us), was very clean/tidy and was well equipped.  Although we ate out most of the time (loads of restaurants and cafes near bye) the kitchen provided all we would have needed had we decided to eat in.
Beds were very comfortable with good quality linen.
The apartment does not have 'views' from the windows but it is well situated in old Madrid and a few minutes walk in any direction will give you all the views you will need.
Metro line is a short walk away and taxi's are always around. 
If you are coming to Madrid for the first time (or coming back) then we would have no hesitation in recommending Alicia, Carlos and their apartment. 
Big thanks to Alicia and Carlos. ",48
61453169,89954,2016-02-04,6799150,Cass,"Alicia and Carlos were warm and welcoming hosts. Their apartment is in a great location - a quiet street only a short walk from restaurants and sightseeing. Traveling for business, I particularly appreciated the fast, reliable wifi!",62
64826078,89954,2016-03-08,57087640,Aurelie,"Genial ¡ El piso es precioso y esta  muy bien situado en una zona tranquila y cerca de tono. Esta muy bien equipado , limpio y tiene mucho carácter.
El trato de los propietarios sin duda insuperable, muy amables y atentos. 
A repetir !",2
65041092,89954,2016-03-10,57803386,Mauricio,"Increíble , la verdad que el departamento muy cómodo limpio, bien ubicado éramos una familia de 5 personas. Lo mejor fue Carlos , nos orientó en todo, muy servicial a cualquier hora del día ,totalmente recomendable",28
65414913,89954,2016-03-13,481178,Ian,"Carlos met us at the nearest metro stop and helped carry our bags to the apartment. The place couldn't be any better located, and Alicia and Carlos were very accommodating with our needs, even having a baby cot for our daughter and letting us store our bags after we checked out. Muchas gracias!",59
65820646,89954,2016-03-17,4698990,Shane,"My wife and 2 children came to Madrid for the first time. As I did research for areas to say in Madrid, La Latina came up as one of the best areas. I saw Alicia's place on (Hidden by Airbnb) and it looked exactly what we needed. Upon arrival, it was exactly what the pictures looked like and was fantastic. The area was absolutely perfect. Close walking distance to numerous things on my list to see as well as tons of restaurants and public transportation. The flat was perfect for us and was spacious. Alicia was super helpful with restaurants, places to see and how to get around easily. I highly recommend this place for anyone. It made our stay in Madrid a 5 star experience.",10
66420713,89954,2016-03-22,56979316,Sharon,"the apprtnebt was exactly as descibed.
it was very clean and comfy and we were well taken care off.
the appartnent is n the best location in Madrid, 5-10 walk t major attractions and sorrounded by many cafes and restaurants.
ahhhh... best shower ever had, very strong stream and very very hot water!
however it is nor suitable foe very high people :)
luckly for us we all short...
we've enjpyed our stay very much and if we ever travel again to Madrid will defently go back to this appretment as well.",27
66942840,89954,2016-03-25,59015085,Alex,"The place is really nice and in a fantastic location, a block or two from Cathedral de Almudena and the Royal palace! Would recommend staying here. ",57
67369713,89954,2016-03-29,14287029,Lauren,"Great apartment for our family of 5. Fantastic location; we could walk everywhere we needed to. There was a little grocery store and a pharmacy around the corner which was very handy. Alicia and Carlos were fantastic with communication. Since they were out of town when we arrived,they arranged for someone to meet us and even spoke to us on the phone during check-in to make sure everything was okay. The bottle of wine was a very nice touch!",44
68308875,89954,2016-04-04,31836562,Lawrence,"Alicia Y Carlos are the perfect hosts and we were made to fel very welcome. They have a great knowledge of all the interesting things to do locally and around Madrid.
The apartment is exactly as in the photos very nice and comfortable and suited our family of 5. Situated right in the Latina area a really beautiful area of Madrid with many lovely buildings and lots of bars and restaurants to choose from this apartment allows you feel like you live in Madrid. The street is quiet and we really enjoyed staying there. We will be back!",78
68932425,89954,2016-04-07,21993166,James,"Great location, great flat, great hosts. We only met Carlos who was totally charming and explained everything we needed to know. Strongly recommend this listing.",2
69431880,89954,2016-04-11,14465042,Dilan,Alicia and Carlos were good hosts. The communication was very easy and they have been responsive to our needs. The apartment is at the very best location in Madrid. Very close to center but quite and peaceful at the same time.,38
70084091,89954,2016-04-16,47727219,Chad,"Our family of five loved this apartment and highly recommend it.  It was clean, cozy and comfortable and close to everything…markets, metro, city center, etc.  Alicia and Carlos were excellent hosts and met us at the apartment when we arrived.  They provided us with guides, maps and advice on Madrid.  This greatly helped us navigate the city efficiently in our short 3 night stay!  They arranged a taxi to take us to the airport on departure since our family of 5 did not fit into a standard taxi.  That was very helpful since we had to take 2 taxi's from the train station to the flat.  The wifi was excellent.  The apartment also had the best shower with much water pressure, hot water, and big and soft towels.  I would only note that if someone is a light sleeper and slept on the couch bed, you can hear the building main door shut as residents come and go, but you do not hear that in the bedrooms.  Also, we loved the restaurant Tacos and Tapas which was a 1 minute walk from the apartment (a reservation is a must since it can only seat about 12 people!).  Highly rated, personable, and great prices.  Thanks Alicia and Carlos for a wonderful stay!",32
71639877,89954,2016-04-27,15274433,Mark,"The best of the appartment is the close location to the centre of Madrid. Palacio Real, Plazo Mayor and even Prado all on walking distance. We also enjoyed the Plaza de la Paja close to the appartment. A lovely square to enjoy the sun, drink coffee with the locals and enjoy the good food. It is an inspiring environment with a great food market close by. The appartment is cosy and has everything a family needs. Thanks for your hospitality Alicia and Carlos!",96
72254389,89954,2016-05-01,55008744,Leon,"De ligging van dit appartement is perfect. Midden in Latina, dicht bij alle bezienswaardigheden, maar toch rustig. Alicia en Carlos zijn zeer vriendelijk en behulpzaam. Checkin en checkout gaat flexibel en relaxed.",93
73180426,89954,2016-05-07,10204961,Han,"It's a great place to stay. The lay-out of the apartment is very efficient. The beds are good and the bathroom is OK. It's perfect to stay with a family of 4. The apartment has little daylight; for us that was not a problem, as we were most of the time around in the city.
The hosts are very friendly and willing to help. As they had no other guests before us, we were able to 'check in' early. At arrival we found a bottle of wine and a bag of muffins. We appreciated that. In addition they gave us addresses of good restaurants in the neighbourhood.
The apartment is situated in a very nice neighbourhood. Especially at night and in the weekend the area around Plaza Paja and Plaza de los Carros is very lively. Attractions like the Royal Palace and Plaza Mayor are within walking distance as is the La Latina metro station.",94
74648432,89954,2016-05-16,4295035,Cynthia & Martin,"Le logement est parfaitement bien aménagé, il y a tout ce dont vous pouvez avoir besoin lors de votre séjour (nécessaire de toilette, gel douche, 2/3 trucs pour cuisiner...). Nous étions entre amis mais pour les jeunes parents c'est idéal aussi car là encore, tout est prévu!
De plus c'est très propre, fonctionnel et décoré avec goût, le tout dans un quartier fantastique... que demander de plus!
Le métro le plus proche est à 5 min à pied, bar restau, marché sont tous très proche et nous avons trouvé le quartier de la Latina parfait pour un séjour à Madrid. Si nous revenons, ce sera chez Alicia et Carlos!

PS : La bouteille de vin a été apprécié et les madeleines étaient excellente au petit déj",44
75343676,89954,2016-05-20,4063962,Celia,"This unit had everything you needed - a kitchen, bathroom, two bedrooms, etc. It was walking distance to the Plaza Mayor and Royal Palace and about fifteen mins away from restaurants and bars. Carlos and Alicia were extremely helpful and responsive! Thank you!",85
77177236,89954,2016-05-30,14010859,Dave,"The apartment was very easy to find and only a few minutes from Latina metro stn. Alicia and Carlos were waiting for us and showed us around in a relaxed manor - made us feel right at home.
Plenty of room for us and our 2 sons with their partners (wife & girlfriend). Local market provided excellent groceries and sights (and a nice little wine tasting session!). Loved it.

",68
77913189,89954,2016-06-04,21096932,Judith A,"Wonderful flat, welcoming and helpful hosts, great location! Loved every minute of our stay. Can't wait to return. ",46
78684928,89954,2016-06-08,61635100,Ann,"Carlos met us at the apartment and showed us around the place.  He even came back the next day when we had a question about the juice machine.  The apartment was neat, clean and very comfortable.   We had a great time and really enjoyed our stay in Madrid. ",96
80543905,89954,2016-06-18,61702828,Ruth,"Carlos met us at the apartment, explained all the appliances, left helpful instructions, and made clear he would be available if we needed anything.  Also, he left for us a very nice bottle of wine, chocolates, maps, and other Madrid.  Couldn't ask for more.  
The apartment was great: clean, well equipped, and in a terrific location in La Latina, close to food and drink and in walking distance to all we wanted to see and do.",56
81294353,89954,2016-06-22,19228926,Julian,Carlos nos trató de lo mejor. Nos recibió con un gran jamón y vino local para ya ponernos a tono con España. El departamento es moderno y cómodo. Re contra recomendable. Volvería sin dudas. ,97
81869619,89954,2016-06-25,26654650,Jason And Sarah,Very good location close to all sites. Great communication by hosts who also allowed us to stay until 1pm as we had a later flight. Thank you!,45
82851653,89954,2016-06-29,5468850,Mark,"Very clean, very nice apartment. Literally steps away from fantastic restaurants, and 5 minutes away from even more restaurants and bars. Was perfect for the 2 kids and 3 adults on our trip.",54
84133077,89954,2016-07-05,36262676,William,"We had an absolutely fantastic time in the apartment and in Madrid generally.

Carlos and Alicia have a fantastic apartment - everything was extremely clean and tidy and the beds were comfortable and the fans kept the temperature comfortable also.

The neighbourhood is lovely and very convenient and calm. Lots of good restaurants nearby as well as metro stations and a supermarket.

Alicia and Carlos went out of their way to help us and even gave us a bottle of wine to welcome us!

I recommend 100%",61
84919826,89954,2016-07-09,36868368,Brad,Alicia and Carlos' apartment is fantastic. It's in an excellent neighborhood. Close to attractions and public transport but also quiet. It feels like a cozy oasis in the great city of Madrid. Carlos met us at the apartment and immediately made us feel at home. He and Alicia were fantastic hosts. Highly recommend staying here when in Madrid. ,48
85803190,89954,2016-07-13,53606863,Marianne,"The apartment was in a great location, close to tourist spots, tapas bars and restaurants. It had everything we needed and accommodated five of us well. Cosy rather than spacious. ",14
86197819,89954,2016-07-15,9449982,Emily,"I stayed in the apartment with a group of friends and we had a great time. The apartment is located a close walk to the main sights on the western side of the city and in an area with bars and restaurants. 
The apartment had plenty of room for the 4 of us and was clean, well equipped and in a good location.
Carlos met us for a check in and helped move our luggage in and gave us a bottle of wine and meat. The hosts also booked a taxi for us when we left for the airport, which was very helpful and appreciated.
 ",64
87261874,89954,2016-07-19,570908,Stef,"The apartment is well equipped, it felt luxurious for our short stay. We did a lot by feet as the location is truly spot on for exploring Madrid as well as going out for food and drinks. 
We're a family of four, the apartment is compact but thanks to its efficient layout there was plenty space for us all. I am a light sleeper and slept really well, which is a compliment for the place as well as the other residents (as it is next to the entrance of the apartment complex). Wifi was really good which we've seen different around Spain. The host was always available to contact and was really helpful in everything. Can certainly recommend the place, for couples as well as families! ",70
87835992,89954,2016-07-22,26343766,Mengxiao,Alicia and her husband are so nice.They even prepared the gift for us!The house is amazing and good location especially the kitchen!We are enjoined here.,47
89102076,89954,2016-07-26,19918369,Claudia,"Both carlos and Alicia were very easy to deal with and very helpful and warm. They met us on time and on the day of our departure, they stored our baggage for us as our flight out was really late at night. We really appreciated this as with 3 kids in tow, this allowed us to really fully enjoy our last day without having any luggage to lug around. The apartment is in a nice quiet street yet so close to great restaurants and the palace. The apartment is clean and had a nice cozy feel. Really great couple. Thanks Alicia and carlos for a wonderful stay!",37
91939002,89954,2016-08-07,26368251,Ceithleann,"We had a wonderful sat in Alicia and Carlos' apartment. La Latina is a lovely neighbourhood, with plenty to see and do, and everything is extremely easy to reach. The apartment was as advertised; slightly small, but this wasn't an issue, as everything we could possibly need was there. ",38
94026124,89954,2016-08-14,37373470,Laurent,"Emplacement idéal, Alicia et Carlos ont été des hôtes très attentionnés sur notre sejour tant avant notre arrivée que pendant notre sejour. Grosse recommandations de notre part.",70
95784041,89954,2016-08-20,59172741,Yana,Awesome hosts and perfect location! ,67
99010799,89954,2016-09-03,19699200,Susan,"Carlos and Alicia are truly super hosts.  They helped us several times during our stay.  You couldn't ask for nicer people when you are in Madrid.
Their apartment is in the best location of La Latina.   It's a very old part of town with old charming buildings.  It is an easy walk to Plaza Mayor, the subway,Palacio Real and lots of cafe's and tapa bars.  The internet is very good, great shower, very clean rooms and kitchen.  The place is comfortable and well appointed with everything you need for your stay.  I would stay here again and will recommend it to anyone wanting to see the real Madrid.",88
99851647,89954,2016-09-06,4039481,Deepali,"The apartment was just what we needed, great location, clean, comfortable and well equipped. The apartment itself is a small area but the hosts have done an amazing job of the design to utilize space cleverly while keeping it looking trendy. Loved the design! There was even some closet space outside where we could park our luggage after checkout as we had a late flight which was very useful. Two great vegetarian restaurants nearby made dinner easy. 
Carlos & Alicia - thanks for everything, for helping us with our ticket printouts, for the vegetarian restaurant recommendations and for making our stay in Madrid so pleasant! would love to come back again someday!",9
101626982,89954,2016-09-14,53481188,Stephanie,"This apartment is EXACTLY as discribed centrally located to many of the significant sites. Smallish 2 bedroom apartment but a good use of space and a great location. Carlos and Alicia greeted us and provided us great information upon our arrival and went above and beyond when we needed help.
Being in this central location it is a bit noisy at night, but we so recommend this great place to call home for a time.",80
102808139,89954,2016-09-19,39831133,Elaine,"What a great apartment.  Everything we needed was there, very comfortable and clean.  Very well situated for everything. ...restaurants, places of interest such as the Prado were in walking distance.  Hosts were very helpful and accommodating.  Would recommend.",96
104284974,89954,2016-09-26,6124844,Jeppe,"A great location. Rooms were super and the communication was easy. We arrived late, which was no problem. Thank you for a great stay.",88
105764706,89954,2016-10-02,22675251,Siobhan,"Alicia and Carlos' apartment is lovely.  In a great location, within walking distance of all the main tourist attractions.  Both Alicia and Carlos were so welcoming and generous on our arrival. They provided us with lots of maps and advice on local eateries, and were so accommodating with regard to luggage storage. This was a great apartment to stay in for our Madrid visit. The only slight drawback was a lack of natural light, but the location and space made up for that. I would strongly recommend this apartment.",27
109169069,89954,2016-10-19,41886292,Brian,"Alicia and Carlos met us upon arrival at the appartment and gave to us sufficient info to enable us to get our bearings. The appartment is in an ideal position for walking to the various districts of Madrid and has locally plenty of bars, cafes & restaurants. ",21
110099762,89954,2016-10-24,75514029,Dick,"The apartment was really great. Even weeks before Carlos & Alicia responded to questions raised. The apartment is located in La Latina with great possibilities to start your city stroll or visit cafe's, bars and restaurants. Although we had rain for 3 days in Madrid (how is it possible) we really enjoyed this city certainly because we had the possibility to chill in this really nice apartment. ",37
110773552,89954,2016-10-28,100791980,Abderrazak,Très bien reçu par Carlos. Il nous a bien orienté. Le logement était propre et comme dans les photo. Situé dans un endroit très calme et à côté de tout.,20
111840616,89954,2016-11-02,5269419,Fabrice,"J'ai réservé l'appartement d'Alicia et Carlos pour une surprise que j'ai faite à ma femme. Elle y a passé 4 nuits en compagnie de deux de ses amies.
De ce qu'elles m'ont indiqué, elles ont été très bien accueillies par Alicia et Carlos. Tout dans l'appartement est en bon état et propre, et il dispose de tout ce dont vous avez besoin pour passer un agréable séjour. Les lits sont très confortables.
L'emplacement est idéal pour visiter Madrid.
Excellent communication d'Alicia et Carlos.",72
112743328,89954,2016-11-07,93861135,James,"The apartment location is in the middle of Madrid and only 5 mins from Palace of Spain. The Saint Maguel market is only 7mins and also lot of good restaurants nearby. 

The most important thing is that Alicia and Carlos are really one of the best hosts we ever met. We rent one car for later Segovia and Sevilla trip and it is crazy hard to find a parking lot in Madrid. Thanks to Alicia and Carlos to provide us one free parking and give us ride, too! You should really consider to live in the cozy and wonderful apartment.  ",60
114014067,89954,2016-11-14,19845261,Bartosz,"It is really an amazing apartment and a couple of amazing hosts. 

First - the location is just perfect, with a minute-walk to Royal Palace and a very good access to anything in the city centre (on foot, but there's also a nearby metro station). It's also a small and quiet street with little traffic, but very close to many popular tabernas and pubs (one is just down the street). 

Second - the flat is exactly like on the pictures, quite modern and very smart from the convenience point of view. Also very comfortable, we felt like at home and never had any problems with anything.

Alicia and Carlos are great hosts, very nice, very caring, always helpful and, in our case, very flexible with both very late arrival and late checkout. Overall, it was an amazing experience and I heartily recommend this place.",46
115156150,89954,2016-11-22,51617000,Rb,Really nice place! Great location! Close to everything!,93
115610389,89954,2016-11-25,53359747,Eytan,Great location: within walking distance to Madrid's main points of interest and attractions. Alicia was in constant communication with us and readily available. Great place to stay for a family of five.,99
